JayID,Sex,AgeKnown,NatalNest,FldgDate,LastObsDate,USFWBand,Difference
-WCG,F,Y,WSIX061,4/25/2006 0:00,18-Jan-12,1603-16663,2094
-RCG,F,Y,WSIX061,4/25/2006 0:00,10-Aug-06,1603-16664,107
-GCG,M,Y,WSIX061,4/25/2006 0:00,10-Aug-06,1603-16665,107
H-LCW,F,Y,SWSE061,4/25/2006 0:00,13-Jul-06,1603-16667,79
-WCH,F,Y,COPS061,4/28/2006 0:00,14-Oct-09,1603-16671,1265
-RCH,M,Y,COPS061,4/28/2006 0:00,11-Sep-06,1603-16672,136
-GCn,M,Y,COPS061,4/28/2006 0:00,28-Apr-06,1603-16673,0
-HCH,M,Y,CHOP061,4/26/2006 0:00,11-Sep-07,1603-16674,503
-BCH,M,Y,CHOP061,4/26/2006 0:00,14-Jun-06,1603-16675,49
-PCn,M,Y,CHOP061,4/26/2006 0:00,19-May-06,1603-16676,23
-LCH,M,Y,WCUL061,4/25/2006 0:00,16-Sep-09,1603-16677,1240
-FCH,F,Y,WCUL061,4/25/2006 0:00,18-Feb-10,1603-16678,1395
-ACH,F,Y,WCUL061,4/25/2006 0:00,11-Sep-06,1603-16679,139
-HCB,F,Y,LARY061,4/26/2006 0:00,10-Dec-08,1603-16683,959
-BCn,M,Y,PLAZ061,4/26/2006 0:00,04-May-06,1603-16684,8
-PCB,F,Y,PLAZ061,4/26/2006 0:00,16-Jun-06,1603-16685,51
-OCB,F,Y,PLAZ061,4/26/2006 0:00,13-May-09,1603-16686,1113
-LCn,F,Y,SFLA061,4/28/2006 0:00,28-Apr-06,1603-16687,0
-FCB,F,Y,SFLA061,4/28/2006 0:00,16-Oct-07,1603-16688,536
-ACn,F,Y,SFLA061,4/28/2006 0:00,05-May-06,1603-16689,7
-GCP,M,Y,LARR061,4/26/2006 0:00,16-Aug-07,1603-16692,477
-HCP,F,Y,LARR061,4/26/2006 0:00,11-Sep-07,1603-16693,503
-BCP,M,Y,LARR061,4/26/2006 0:00,13-Jul-06,1603-16694,78
-PCn,M,Y,NWES061,4/26/2006 0:00,26-Apr-06,1603-16695,0
-OCP,M,Y,NWES061,4/26/2006 0:00,07-Jul-06,1603-16696,72
-WCO,M,Y,MITA062,4/29/2006 0:00,19-Sep-12,1603-16697,2335
-RCO,M,Y,MITA062,4/29/2006 0:00,16-Aug-07,1603-16698,474
-GCO,F,Y,POLA062,4/28/2006 0:00,10-Aug-06,1603-16699,104
-HCO,M,Y,POLA062,4/28/2006 0:00,10-Aug-06,1603-16700,104
-BCO,M,Y,POLA062,4/28/2006 0:00,11-Sep-06,1603-17201,136
-PCO,M,Y,POLA062,4/28/2006 0:00,11-Jul-08,1603-17202,805
-WCL,M,Y,SCOB061,4/30/2006 0:00,10-Aug-06,1603-17203,102
-RCL,M,Y,SCOB061,4/30/2006 0:00,15-Oct-08,1603-17204,899
-GCL,F,Y,SCOB061,4/30/2006 0:00,13-Jul-06,1603-17205,74
-HCn,M,Y,SCOB061,4/30/2006 0:00,29-May-06,1603-17206,29
-BCn,M,Y,TRTL061,4/27/2006 0:00,16-May-06,1603-17207,19
-PCL,F,Y,TRTL061,4/27/2006 0:00,10-Jan-07,1603-17208,258
-OCn,F,Y,PEWE061,5/1/2006 0:00,02-May-06,1603-17213,1
-LCL,F,Y,PEWE061,5/1/2006 0:00,14-Nov-06,1603-17214,197
-FCL,F,Y,PEWE061,5/1/2006 0:00,16-May-07,1603-17215,380
-ACL,M,Y,PEWE061,5/1/2006 0:00,10-Aug-06,1603-17216,101
-WCF,M,Y,CACT061,5/1/2006 0:00,14-Feb-07,1603-17217,289
-RCF,F,Y,CACT061,5/1/2006 0:00,13-Jul-06,1603-17218,73
-OCn,M,Y,N18E062,4/30/2006 0:00,30-May-06,1603-17219,30
-LCP,F,Y,BUBO061,4/30/2006 0:00,13-Dec-06,1603-17220,227
-FCP,F,Y,BUBO061,4/30/2006 0:00,11-Sep-06,1603-17221,134
-ACP,M,Y,BUBO061,4/30/2006 0:00,16-Jun-10,1603-17222,1508
-GCn,M,Y,NXRD061,5/5/2006 0:00,07-May-06,1603-17223,2
-HCn,M,Y,NXRD061,5/5/2006 0:00,07-May-06,1603-17224,2
-BCF,F,Y,NXRD061,5/5/2006 0:00,13-Jul-06,1603-17225,69
-PCn,M,Y,NXRD061,5/5/2006 0:00,07-May-06,1603-17226,2
-WCA,F,Y,CURY061,5/3/2006 0:00,19-Jul-07,1603-17227,442
-RCA,M,Y,CURY061,5/3/2006 0:00,12-Apr-16,1713-49395,3632
-GCA,F,Y,CURY061,5/3/2006 0:00,16-Oct-07,1603-17229,531
-HCA,F,Y,SCRP061,5/4/2006 0:00,10-Aug-06,1603-17230,98
-BCA,F,Y,SCRP061,5/4/2006 0:00,16-Oct-07,1603-17231,530
-PCA,F,Y,SCRP061,5/4/2006 0:00,19-Oct-06,1603-17232,168
-BCW,M,Y,LINX062,5/3/2006 0:00,13-Mar-08,1603-17233,680
-OCF,M,Y,SFLS063,5/7/2006 0:00,06-Jul-06,1603-17237,60
-LCn,F,Y,SFLS063,5/7/2006 0:00,28-Jun-06,1603-17238,52
-FCF,F,Y,SFLS063,5/7/2006 0:00,17-Sep-14,1603-17239,3055
-OCn,M,Y,SR70061,5/6/2006 0:00,28-Jun-06,1603-17240,53
-LCA,M,Y,SR70061,5/6/2006 0:00,15-Apr-15,1603-17241,3266
-FCA,F,Y,SR70061,5/6/2006 0:00,16-Aug-07,1603-17242,467
-ACA,F,Y,SR70061,5/6/2006 0:00,15-Jan-08,1603-17243,619
-HCn,F,Y,LOPZ061,5/7/2006 0:00,07-May-06,1603-17247,0
-GCH,F,Y,LOPZ061,5/7/2006 0:00,13-Apr-11,1603-17248,1802
-PCH,F,Y,LOPZ061,5/7/2006 0:00,16-Oct-07,1603-17249,527
-OCO,F,Y,SPIN062,5/9/2006 0:00,13-Jul-06,1603-17250,65
-LCn,F,Y,SPIN062,5/9/2006 0:00,01-Jul-06,1603-17251,53
-FCn,M,Y,SPIN062,5/9/2006 0:00,14-Jun-06,1603-17252,36
-WCn,F,Y,FARS061,5/10/2006 0:00,10-May-06,1603-17253,0
-RCn,F,Y,FARS061,5/10/2006 0:00,10-May-06,1603-17254,0
-ACF,M,Y,RAUL061,5/8/2006 0:00,11-Sep-06,1603-17255,126
H-GCR,M,Y,BNCH063,5/11/2006 0:00,14-Jan-09,1603-17256,979
H-HCR,M,Y,BNCH063,5/11/2006 0:00,11-Sep-07,1603-17257,488
-BCn,F,Y,BNCH063,5/11/2006 0:00,13-May-06,1603-17258,2
H-PCR,M,Y,NSWL062,5/11/2006 0:00,12-Jun-13,1603-17259,2589
h-OCR,M,Y,NSWL062,5/11/2006 0:00,13-Feb-08,1603-17260,643
H-LCR,M,Y,NSWL062,5/11/2006 0:00,19-Oct-06,1603-17261,161
-FCn,F,Y,SCAC061,5/11/2006 0:00,11-May-06,1603-17262,0
-ACO,M,Y,SCAC061,5/11/2006 0:00,10-Aug-06,1603-17263,91
-ACn,M,Y,WLIN062,5/10/2006 0:00,19-Jun-06,1603-17264,40
-ACB,F,Y,MATT062,5/10/2006 0:00,07-Nov-07,1603-17265,546
-LCB,F,Y,MATT062,5/10/2006 0:00,01-Apr-13,1603-17266,2518
-FCn,F,Y,MATT062,5/10/2006 0:00,11-May-06,1603-17267,1
-PCP,F,Y,PINE063,5/12/2006 0:00,14-Nov-06,1603-17269,186
H-WCG,M,Y,NPOL062,5/14/2006 0:00,10-Aug-06,1603-17270,88
H-RCG,F,Y,NPOL062,5/14/2006 0:00,13-Apr-11,1603-17271,1795
H-GCG,F,Y,NPOL062,5/14/2006 0:00,15-Jan-08,1603-17272,611
H-HCG,F,Y,NPOL062,5/14/2006 0:00,10-Aug-06,1603-17273,88
-WCP,F,Y,SHIC063,5/15/2006 0:00,10-Aug-06,1603-17274,87
-RCP,M,Y,SHIC063,5/15/2006 0:00,13-Mar-07,1603-17275,302
-GCn,F,Y,SHIC063,5/15/2006 0:00,15-May-06,1603-17276,0
H-LCH,F,Y,SAND063,5/15/2006 0:00,15-Oct-08,1603-17277,884
H-FCH,F,Y,SAND063,5/15/2006 0:00,14-May-08,1603-17278,730
H-ACH,F,Y,SAND063,5/15/2006 0:00,16-Aug-07,1603-17279,458
H-OCH,M,Y,SFLC062,5/17/2006 0:00,14-Nov-06,1603-17286,181
-WCn,M,Y,SCOP062,5/20/2006 0:00,20-May-06,1603-17287,0
-HCF,M,Y,SCOP062,5/20/2006 0:00,19-Jul-07,1603-17288,425
-GCF,M,Y,SCOP062,5/20/2006 0:00,13-Jun-07,1603-17289,389
-OCn,F,Y,ANGL062,5/20/2006 0:00,14-Jun-06,1603-17290,25
-LCn,F,Y,ANGL062,5/20/2006 0:00,04-Jul-06,1603-17291,45
-FCO,M,Y,ANGL062,5/20/2006 0:00,16-Jun-08,1603-17292,758
-ACn,F,Y,ANGL062,5/20/2006 0:00,21-May-06,1603-17293,1
-HCn,F,Y,MCBY062,5/23/2006 0:00,01-Jun-06,1603-17299,9
-BCn,F,Y,MCBY062,5/23/2006 0:00,01-Jun-06,1603-17300,9
-PCn,F,Y,MCBY062,5/23/2006 0:00,25-May-06,1603-17401,2
H-WCP,F,Y,NMBY062,5/25/2006 0:00,15-Feb-12,1603-17402,2092
H-RCP,M,Y,NMBY062,5/25/2006 0:00,10-Aug-06,1603-17403,77
-GCn,M,Y,NMBY062,5/25/2006 0:00,25-May-06,1603-17404,0
-HCL,F,Y,SFRR062,5/24/2006 0:00,16-Sep-15,1603-17405,3402
-BCL,F,Y,SFRR062,5/24/2006 0:00,13-Jun-07,1603-17406,385
H-PCP,F,Y,N7RD062,5/26/2006 0:00,14-Dec-11,1603-17407,2028
H-OCP,F,Y,N7RD062,5/26/2006 0:00,19-Jul-07,1603-17408,419
H-LCP,M,Y,N7RD062,5/26/2006 0:00,19-Oct-06,1603-17409,146
H-FCP,F,Y,N7RD062,5/26/2006 0:00,13-May-13,1603-17410,2544
-WCn,M,Y,MERL063,5/27/2006 0:00,15-Jun-06,1603-17411,19
-RCn,F,Y,MERL063,5/27/2006 0:00,15-Jun-06,1603-17412,19
H-GCB,M,Y,CATE061,5/28/2006 0:00,11-Jun-14,1603-17413,2936
-HCn,M,Y,CATE061,5/28/2006 0:00,14-Jun-06,1603-17414,17
H-BCB,F,Y,CATE061,5/28/2006 0:00,18-Sep-13,1603-17415,2670
-OCn,F,Y,TP39064,5/30/2006 0:00,01-Jul-06,1603-17416,32
-PCF,F,Y,TP39064,5/30/2006 0:00,13-Jul-06,1603-17417,44
-LCn,F,Y,BECK062,6/3/2006 0:00,14-Jun-06,1603-17418,11
H-FCG,M,Y,BECK062,6/3/2006 0:00,13-Jul-06,1603-17419,40
H-ACG,M,Y,BECK062,6/3/2006 0:00,19-Jul-07,1603-17420,411
H-WCO,M,Y,EBAY064,6/7/2006 0:00,13-Mar-07,1603-17421,279
H-RCO,M,Y,EBAY064,6/7/2006 0:00,12-Apr-16,1603-17422,3597
-OCG,F,Y,WAHO062,6/9/2006 0:00,19-Jul-07,1603-17423,405
-LCG,M,Y,WAHO062,6/9/2006 0:00,11-Jun-09,1603-17424,1098
CWn-,M,Y,SLAK071,4/23/2007 0:00,23-Apr-07,1603-17459,0
CRW-,M,Y,SLAK071,4/23/2007 0:00,17-Aug-11,1603-17460,1577
CGW-,M,Y,SLAK071,4/23/2007 0:00,19-Jul-07,1603-17461,87
CHW-,F,Y,SLAK071,4/23/2007 0:00,11-Jul-08,1603-17462,445
CBn-,M,Y,SFRR071,4/25/2007 0:00,16-May-07,1603-17463,21
CPW-,M,Y,SFRR071,4/25/2007 0:00,14-Jul-10,1603-17464,1176
COn-,M,Y,SFRR071,4/25/2007 0:00,07-May-07,1603-17465,12
CWn-,F,Y,SHED071,4/28/2007 0:00,07-May-07,1603-17468,9
CRn-,M,Y,SHED071,4/28/2007 0:00,28-Apr-07,1603-17469,0
CGn-,M,Y,SHED071,4/28/2007 0:00,28-Apr-07,1603-17470,0
CHR-,M,Y,CRSM071,5/2/2007 0:00,12-Nov-08,1603-17471,560
CBR-,M,Y,CRSM071,5/2/2007 0:00,16-Dec-15,1603-17472,3150
CPn-,M,Y,CRSM071,5/2/2007 0:00,17-May-07,1603-17473,15
COn-,F,Y,SFLS071,5/4/2007 0:00,04-May-07,1603-17474,0
CLR-,M,Y,SFLS071,5/4/2007 0:00,20-Jun-07,1603-17475,47
CFn-,M,Y,SFLS071,5/4/2007 0:00,04-May-07,1603-17476,0
CAn-,M,Y,SFLS071,5/4/2007 0:00,09-May-07,1603-17477,5
CWn-,M,Y,SCOP071,5/5/2007 0:00,21-Jun-07,1603-17479,47
CRn-,F,Y,SCOP071,5/5/2007 0:00,16-May-07,1603-17480,11
CGn-,M,Y,SCOP071,5/5/2007 0:00,16-May-07,1603-17481,11
CHn-,F,Y,SFLC071,5/4/2007 0:00,04-May-07,1603-17482,0
CBn-,F,Y,SFLC071,5/4/2007 0:00,09-May-07,1603-17483,5
CPn-,M,Y,SFLC071,5/4/2007 0:00,16-May-07,1603-17484,12
COn-,M,Y,VALL071,5/5/2007 0:00,18-Jun-07,1603-17485,44
CLn-,M,Y,VALL071,5/5/2007 0:00,22-Jun-07,1603-17486,48
CFn-,F,Y,VALL071,5/5/2007 0:00,05-May-07,1603-17487,0
CAn-,F,Y,VALL071,5/5/2007 0:00,05-May-07,1603-17488,0
CWn-,M,Y,DICE072,5/5/2007 0:00,05-May-07,1603-17489,0
CRn-,F,Y,DICE072,5/5/2007 0:00,05-May-07,1603-17490,0
CBn-,F,Y,SFLA071,5/4/2007 0:00,05-Jun-07,1603-17493,32
CPn-,M,Y,SFLA071,5/4/2007 0:00,04-May-07,1603-17494,0
CLW-,F,Y,PLAZ071,5/6/2007 0:00,15-Apr-08,1603-17496,345
CfHW-,F,Y,PLAZ071,5/6/2007 0:00,12-Apr-16,1603-17497,3264
CAn-,F,Y,PLAZ071,5/6/2007 0:00,06-May-07,1603-17498,0
CFH-,M,Y,POLA072,5/7/2007 0:00,11-Dec-07,1603-17500,218
CLn-,F,Y,CACT071,5/11/2007 0:00,17-May-07,1603-51109,6
CFn-,F,Y,CACT071,5/11/2007 0:00,12-May-07,1603-51110,1
CGP-,M,Y,ANGL071,5/13/2007 0:00,17-Aug-11,1603-51113,1557
CHn-,F,Y,ANGL071,5/13/2007 0:00,06-Jul-07,1603-51114,54
CBn-,F,Y,PINE071,5/14/2007 0:00,14-May-07,1603-51115,0
CPn-,F,Y,PINE071,5/14/2007 0:00,14-May-07,1603-51116,0
COn-,M,Y,PINE071,5/14/2007 0:00,14-May-07,1603-51117,0
CFP-,M,Y,SCRP072,5/15/2007 0:00,18-Aug-08,1603-51118,461
CAn-,F,Y,SCRP072,5/15/2007 0:00,13-Jun-07,1603-51119,29
CWn-,M,Y,COPS073,5/16/2007 0:00,13-Jun-07,1603-51120,28
CRO-,M,Y,COPS073,5/16/2007 0:00,15-Mar-09,1603-51121,669
CWL-,M,Y,SCUT072,5/16/2007 0:00,16-Oct-07,1603-51128,153
CRL-,M,Y,SCUT072,5/16/2007 0:00,13-Mar-08,1603-51129,302
CGn-,F,Y,SCUT072,5/16/2007 0:00,17-Jul-07,1603-51130,62
CAO-,M,Y,SHIC072,5/20/2007 0:00,11-Jun-14,1603-51131,2579
CFO-,F,Y,SHIC072,5/20/2007 0:00,01-Apr-13,1603-51132,2143
CHn-,F,Y,JERE073,5/22/2007 0:00,27-Jun-07,1603-51133,36
CBn-,F,Y,JERE073,5/22/2007 0:00,30-May-07,1603-51134,8
CGH-,F,Y,REED072,5/25/2007 0:00,18-Aug-08,1603-51141,451
CHn-,F,Y,REED072,5/25/2007 0:00,25-May-07,1603-51142,0
CBn-,F,Y,REED072,5/25/2007 0:00,08-Jun-07,1603-51143,14
CPn-,F,Y,REED072,5/25/2007 0:00,25-May-07,1603-51144,0
COA-,M,Y,ASPH074,6/3/2007 0:00,15-Apr-08,1603-51145,317
CLn-,M,Y,ASPH074,6/3/2007 0:00,04-Jun-07,1603-51146,1
CWA-,M,Y,WSIX072,6/4/2007 0:00,16-Jun-08,1603-51149,378
CRA-,F,Y,WSIX072,6/4/2007 0:00,22-Aug-12,1603-51150,1906
-CWG,M,Y,SLAK081,4/17/2008 0:00,15-Oct-08,1603-51170,181
-CWY,M,Y,SLAK081,4/17/2008 0:00,13-Aug-14,1603-51171,2309
-CnB,M,Y,SLAK081,4/17/2008 0:00,08-May-08,1603-51172,21
-CnP,F,Y,SLAK081,4/17/2008 0:00,19-Apr-08,1603-51173,2
-CRY,F,Y,CHET081,4/17/2008 0:00,11-Jun-09,1603-51174,420
-CnB,M,Y,CHET081,4/17/2008 0:00,17-Apr-08,1603-51175,0
-CWO,M,Y,LARR081,4/20/2008 0:00,14-Oct-09,1603-51178,542
-CWL,M,Y,LARR081,4/20/2008 0:00,16-Jan-13,1603-51179,1732
-CRL,M,Y,CRSM081,4/20/2008 0:00,15-Mar-09,1603-51180,329
-CRH,M,Y,CRSM081,4/20/2008 0:00,22-Aug-12,1603-51181,1585
-CRA,M,Y,CRSM081,4/20/2008 0:00,16-Oct-13,1603-51182,2005
-CGW,M,Y,NSWL081,4/20/2008 0:00,18-Aug-08,1603-51183,120
-CnR,M,Y,NSWL081,4/20/2008 0:00,29-Apr-08,1603-51184,9
-CGG,F,Y,NSWL081,4/20/2008 0:00,16-Dec-09,1603-51185,605
-CnY,M,Y,NSWL081,4/20/2008 0:00,29-Apr-08,1603-51186,9
-CGB,M,Y,CHIK081,4/18/2008 0:00,12-Apr-16,1603-51187,2916
-CWA,F,Y,WARY081,4/21/2008 0:00,18-Jul-12,1603-51195,1549
-CGL,F,Y,SWSE081,4/22/2008 0:00,16-Apr-13,1603-51196,1820
-CnH,F,Y,SWSE081,4/22/2008 0:00,02-Jun-08,1603-51197,41
-CnA,M,Y,PMPE081,4/23/2008 0:00,23-Apr-08,1603-51198,0
-CnL,F,Y,ASPH081,4/23/2008 0:00,14-May-08,1603-51199,21
-CBH,M,Y,ASPH081,4/23/2008 0:00,14-Apr-09,1603-51200,356
-cna,M,Y,ASPH081,4/23/2008 0:00,14-May-08,1603-51501,21
-CPW,M,Y,WSIX082,4/23/2008 0:00,11-Jul-08,1603-51502,79
-CnB,M,Y,MERL081,4/22/2008 0:00,22-Apr-08,1603-51511,0
-CnP,F,Y,MERL081,4/22/2008 0:00,05-May-08,1603-51512,13
-CBO,F,Y,MERL081,4/22/2008 0:00,17-Jul-09,1603-51513,451
-CPR,M,Y,WSIX082,4/23/2008 0:00,11-Jul-08,1603-51514,79
-CPG,M,Y,WSIX082,4/23/2008 0:00,11-Jul-08,1603-51515,79
-CnY,F,Y,SCAC081,4/24/2008 0:00,14-May-08,1603-51516,20
-CPB,M,Y,SCAC081,4/24/2008 0:00,11-Jul-08,1603-51517,78
-CPP,F,Y,SCAC081,4/24/2008 0:00,12-Apr-16,1603-51518,2910
-CnO,F,Y,PLAZ081,4/23/2008 0:00,10-Jun-08,1603-51519,48
-CPL,F,Y,PLAZ081,4/23/2008 0:00,20-Jan-10,1603-51520,637
-CPH,M,Y,PLAZ081,4/23/2008 0:00,11-Apr-12,1603-51521,1449
-CYH,M,Y,PITA081,4/24/2008 0:00,17-Jul-09,1603-51522,449
-CYA,F,Y,PITA081,4/24/2008 0:00,16-Aug-10,1603-51523,844
-CYW,M,Y,SCUT081,4/25/2008 0:00,15-Oct-08,1603-51524,173
-CYR,M,Y,SCUT081,4/25/2008 0:00,14-Sep-11,1603-51525,1237
-COY,F,Y,CHOP081,4/26/2008 0:00,18-Aug-08,1603-51532,114
-COP,M,Y,CHOP081,4/26/2008 0:00,15-Mar-09,1603-51533,323
-COB,F,Y,CHOP081,4/26/2008 0:00,11-Jul-08,1603-51534,76
-CWW,F,Y,SFLW081,4/27/2008 0:00,11-Jun-09,1603-51539,410
-CWR,M,Y,SFLW081,4/27/2008 0:00,15-Oct-08,1603-51540,171
-CHR,F,Y,MITA081,4/25/2008 0:00,16-Sep-08,1603-51547,144
-CHG,F,Y,BOBB081,4/25/2008 0:00,11-Jul-08,1603-51548,77
-CnL,F,Y,CRMB081,4/29/2008 0:00,14-May-08,1603-51549,15
-CLH,F,Y,CRMB081,4/29/2008 0:00,16-Aug-10,1603-51550,839
-cna,F,Y,CRMB081,4/29/2008 0:00,14-May-08,1603-51551,15
-CHH,M,Y,GRVR081,4/28/2008 0:00,18-Feb-10,1603-51557,661
-CnY,M,Y,SHIC081,4/29/2008 0:00,15-May-08,1603-51561,16
-CAB,M,Y,SHIC081,4/29/2008 0:00,11-Jul-08,1603-51562,73
-CnP,F,Y,SHIC081,4/29/2008 0:00,30-May-08,1603-51563,31
-CAO,F,Y,SHIC081,4/29/2008 0:00,11-Feb-09,1603-51564,288
-CAL,M,Y,BIGL082,4/30/2008 0:00,11-Jul-08,1603-51565,72
-CAH,M,Y,BIGL082,4/30/2008 0:00,12-Apr-16,1603-51566,2904
-cna,F,Y,BIGL082,4/30/2008 0:00,14-May-08,1603-51567,14
-CWB,F,Y,CATE081,4/29/2008 0:00,11-Jul-08,1603-51568,73
-CRP,F,Y,MOLY081,4/30/2008 0:00,18-Aug-08,1603-51569,110
-CBW,M,Y,ANNI081,4/29/2008 0:00,13-Oct-10,1603-51570,897
-CBR,F,Y,ANNI081,4/29/2008 0:00,12-Apr-16,1603-51571,2905
-CBG,M,Y,ANNI081,4/29/2008 0:00,12-Nov-08,1603-51572,197
-CnY,M,Y,ANNI081,4/29/2008 0:00,23-Jun-08,1603-51573,55
-CRO,F,Y,MOLY081,4/30/2008 0:00,19-Aug-09,1603-51574,476
-CRB,M,Y,MOLY081,4/30/2008 0:00,19-May-10,1603-51575,749
-CHW,M,Y,RATL081,4/30/2008 0:00,11-Jul-08,1603-51577,72
-CYG,M,Y,COPS081,5/1/2008 0:00,14-Sep-11,1603-51579,1231
-CYY,F,Y,COPS081,5/1/2008 0:00,14-Apr-09,1603-51580,348
-CnW,M,Y,HTOP082,5/3/2008 0:00,05-May-08,1603-51585,2
-CGR,F,Y,HTOP082,5/3/2008 0:00,11-Feb-09,1603-51586,284
-CGP,M,Y,HTOP082,5/3/2008 0:00,15-Oct-08,1603-51587,165
-CGY,M,Y,HTOP082,5/3/2008 0:00,12-Dec-12,1603-51588,1684
-CBL,M,Y,NXRD081,5/3/2008 0:00,16-Jun-10,1603-51589,774
-CnP,F,Y,NXRD081,5/3/2008 0:00,16-May-08,1603-51590,13
-CnO,F,Y,NXRD081,5/3/2008 0:00,25-Jun-08,1603-51591,53
-CHL,M,Y,SFRR081,5/1/2008 0:00,18-Nov-09,1603-51592,566
-CHA,F,Y,SFRR081,5/1/2008 0:00,20-Jan-10,1603-51593,629
-CnA,F,Y,SFRR081,5/1/2008 0:00,07-May-08,1603-51594,6
-CGH,M,Y,CTRN081,5/6/2008 0:00,11-Jul-08,1603-51595,66
-CGA,F,Y,CTRN081,5/6/2008 0:00,11-Jul-08,1603-51596,66
-CLW,F,Y,BNCH081,5/7/2008 0:00,17-Jul-09,1603-51597,436
-CLR,M,Y,BNCH081,5/7/2008 0:00,13-Oct-10,1603-51598,889
-CLG,M,Y,BNCH081,5/7/2008 0:00,15-Mar-09,1603-51599,312
-CYL,F,Y,PINE082,5/7/2008 0:00,11-Jul-08,1603-51600,65
-CnB,M,Y,PINE082,5/7/2008 0:00,02-Jul-08,1603-51701,56
-CYO,F,Y,PINE082,5/7/2008 0:00,11-Jul-08,1603-51703,65
-COL,M,Y,WCAC082,5/8/2008 0:00,16-Dec-09,1603-51704,587
-COG,M,Y,WCAC082,5/8/2008 0:00,16-Mar-11,1603-51705,1042
-CAW,F,Y,CRNB082,5/7/2008 0:00,06-Jul-11,1603-51706,1155
-CAR,F,Y,CRNB082,5/7/2008 0:00,01-Apr-13,1603-51707,1790
-CnG,F,Y,CRNB082,5/7/2008 0:00,21-May-08,1603-51708,14
-CBY,M,Y,CLAS082,5/8/2008 0:00,12-Apr-16,1603-51709,2896
-CBB,F,Y,CLAS082,5/8/2008 0:00,12-Nov-08,1603-51710,188
-CnP,M,Y,CLAS082,5/8/2008 0:00,08-May-08,1603-51711,0
-CPO,M,Y,ANGL082,5/7/2008 0:00,16-Sep-08,1603-51712,132
-CnL,M,Y,ANGL082,5/7/2008 0:00,09-May-08,1603-51713,2
-CPA,F,Y,ANGL082,5/7/2008 0:00,11-Jul-08,1603-51714,65
-CnW,M,Y,LOPZ081,5/8/2008 0:00,14-May-08,1603-51715,6
-CAY,M,Y,LOPZ081,5/8/2008 0:00,16-Sep-09,1603-51716,496
-CAG,F,Y,LOPZ081,5/8/2008 0:00,12-Apr-16,1603-51717,2896
-CYP,M,Y,WCUL081,5/7/2008 0:00,18-Aug-08,1603-51718,103
-CYB,M,Y,WCUL081,5/7/2008 0:00,16-Sep-08,1603-51719,132
-CBP,F,Y,HEWT083,5/8/2008 0:00,12-Apr-16,1603-51720,2896
-CBA,M,Y,HEWT083,5/8/2008 0:00,12-Apr-16,1603-51721,2896
-CnL,F,Y,HEWT083,5/8/2008 0:00,27-Jun-08,1603-51722,50
-CAP,F,Y,EBAY083,5/11/2008 0:00,16-Sep-08,1603-51723,128
-CnR,F,Y,EBAY083,5/11/2008 0:00,07-Jun-08,1603-51724,27
-CAA,F,Y,EBAY083,5/11/2008 0:00,11-Jun-09,1603-51725,396
-CnY,F,Y,SCRP083,5/15/2008 0:00,11-Jul-08,1603-51731,57
-CLB,M,Y,SCRP083,5/15/2008 0:00,18-Aug-08,1603-51732,95
-CnP,M,Y,SCRP083,5/15/2008 0:00,01-Jun-08,1603-51733,17
H-COO,M,Y,ATNT081,5/18/2008 0:00,12-Nov-08,1603-51735,178
-CnL,M,Y,ATNT081,5/18/2008 0:00,19-May-08,1603-51736,1
H-COH,F,Y,ATNT081,5/18/2008 0:00,18-Mar-10,1603-51737,669
-CnA,F,Y,SR70081,5/17/2008 0:00,02-Jun-08,1603-51738,16
-CLA,M,Y,BUBO082,5/20/2008 0:00,11-Jul-08,1603-51740,52
-CnB,F,Y,MATT082,5/21/2008 0:00,18-Aug-08,1603-51745,89
H-CLP,M,Y,MATT082,5/21/2008 0:00,11-Jul-08,1603-51746,51
-CnO,M,Y,MATT082,5/21/2008 0:00,21-May-08,1603-51747,0
H-CLL,F,Y,DICE083,5/22/2008 0:00,18-Aug-08,1603-51748,88
H-CLH,F,Y,DICE083,5/22/2008 0:00,18-Aug-08,1603-51749,88
H-CLA,F,Y,DICE083,5/22/2008 0:00,18-Aug-08,1603-51750,88
H-CHW,M,Y,SCOB082,5/23/2008 0:00,16-Dec-09,1603-51753,572
H-CHR,M,Y,SCOB082,5/23/2008 0:00,12-Apr-16,1603-51754,2881
-CnG,M,Y,SCOB082,5/23/2008 0:00,11-Jul-08,1603-51755,49
H-CHY,F,Y,SCOB082,5/23/2008 0:00,11-Jun-09,1603-51756,384
-CnB,F,Y,FENC082,5/22/2008 0:00,16-Jun-08,1603-51757,25
-CnP,F,Y,FENC082,5/22/2008 0:00,18-Aug-08,1603-51758,88
-CnO,F,Y,FENC082,5/22/2008 0:00,16-Jun-08,1603-51759,25
-CnL,F,Y,FENC082,5/22/2008 0:00,09-Jun-08,1603-51760,18
-CnH,F,Y,FENC082,5/22/2008 0:00,01-Jun-08,1603-51761,10
H-CAW,F,Y,POLA082,5/25/2008 0:00,18-Nov-09,1603-51763,542
-CnR,F,Y,POLA082,5/25/2008 0:00,26-Jun-08,1603-51764,32
H-CAG,F,Y,POLA082,5/25/2008 0:00,16-Sep-09,1603-51765,479
H-CAB,F,Y,XRDS082,5/25/2008 0:00,16-Sep-08,1603-51767,114
-CnP,F,Y,XRDS082,5/25/2008 0:00,06-Jun-08,1603-51768,12
